"ID","Symbol","Security","Wikipedia_URL","Intro"
"189","FFIV","F5, Inc.","https://en.wikipedia.org/wiki/F5,_Inc.","F5, Inc. is an American technology company specializing in application security, multi-cloud management, online fraud prevention, application delivery networking (ADN), application availability and performance, and network security, access, and authorization."
"190","FDS","FactSet","https://en.wikipedia.org/wiki/FactSet","FactSet Research Systems Inc., trading as FactSet, is an American financial data and software company headquartered in Norwalk, Connecticut, United States. The company provides integrated data and software. For fiscal year 2024, FactSet's total ASV and professional services revenues were $2.2 billion. FactSet's total market value is approximately $17 billion."
"191","FICO","Fair Isaac","https://en.wikipedia.org/wiki/FICO","FICO, originally Fair, Isaac and Company, is an American data analytics company based in Bozeman, Montana, focused on credit scoring services. It was founded by Bill Fair and Earl Isaac in 1956. Its FICO score, a measure of consumer credit risk, has become a fixture of consumer lending in the United States."
"192","FAST","Fastenal","https://en.wikipedia.org/wiki/Fastenal","Fastenal Company is an American publicly traded company based in Winona, Minnesota, founded in 1967. Fastenal is an industrial supply company that focuses on providing solutions(bin stock, vending machines, total cost of ownership analysis, etc.) and delivering to its customers. It placed 479 in the 2021 Fortune 500 based on its 2020 revenues, and its stock is a component of the Nasdaq 100 and S&P 500 stock market indices. Fastenal had 3,334 in-market locations as of March 2023."
"193","FRT","Federal Realty Investment Trust","https://en.wikipedia.org/wiki/Federal_Realty_Investment_Trust","Federal Realty Investment Trust is a real estate investment trust that invests in shopping centers in the Northeastern United States, the Mid-Atlantic states, California, and South Florida."
"194","FDX","FedEx","https://en.wikipedia.org/wiki/FedEx","FedEx Corporation, originally known as Federal Express Corporation, is an American multinational conglomerate holding company specializing in transportation, e-commerce, and business services. The company is headquartered in Memphis, Tennessee. The name ""FedEx"" is a syllabic abbreviation of its original air division, Federal Express, which operated under this name from 1973 until 1994."
"195","FIS","Fidelity National Information Services","https://en.wikipedia.org/wiki/FIS_(company)","Fidelity National Information Services, Inc. (FIS) is an American multinational corporation which offers a wide range of financial products and services. FIS is most known for its development of Financial Technology, or FinTech. Annually, FIS facilitates the movement of roughly US$9 trillion through the processing of approximately 75 billion transactions in service to more than 20,000 clients around the globe."
"196","FITB","Fifth Third Bancorp","https://en.wikipedia.org/wiki/Fifth_Third_Bancorp","Fifth Third Bancorp is a bank holding company headquartered in Cincinnati, Ohio. It is the parent company of Fifth Third Bank, which operates 1,100 branches and 2,400 automated teller machines, across 12 states: Ohio, Florida, Georgia, Illinois, Indiana, Kentucky, Michigan, North Carolina, South Carolina, Tennessee, Alabama, and West Virginia. It is on the list of largest banks in the United States and is ranked 321st on the Fortune 500. The name ""Fifth Third"" is derived from the names of the bank's two predecessor companies, Third National Bank and Fifth National Bank, which merged in 1908."
"197","FSLR","First Solar","https://en.wikipedia.org/wiki/First_Solar","First Solar, Inc. is a publicly traded American manufacturer of solar panels. It provides end-of-life panel recycling at each of its manufacturing facilities. First Solar uses rigid thin-film modules for its solar panels, and produces CdTe panels using cadmium telluride (CdTe) as a semiconductor. 
The company was founded in 1990 by inventor Harold McMaster as Solar Cells, Inc. In 1999 it was purchased by True North Partners, LLC, which rebranded it as First Solar, Inc."
"198","FE","FirstEnergy","https://en.wikipedia.org/wiki/FirstEnergy","FirstEnergy Corp. is an electric utility headquartered in Akron, Ohio. It was established when Ohio Edison merged with Centerior Energy in 1997. Its subsidiaries and affiliates are involved in distributing, transmitting, and generating electricity, energy management, and other energy-related services. Its ten electric utility operating companies comprise one of the United States' largest investor-owned utilities, based on serving 6 million customers within a 65,000-square-mile (170,000 km2) area of Ohio, Pennsylvania, West Virginia, Virginia, Maryland, New Jersey, and New York. In 2018, FirstEnergy ranked 219 on the Fortune 500 list of the largest public corporations in the United States by revenue."
"199","FI","Fiserv","https://en.wikipedia.org/wiki/Fiserv","Fiserv, Inc. is an American multinational financial technology company headquartered in Milwaukee, Wisconsin. Fiserv provides financial technology and services to clients across the financial services sector, including banks, thrifts, credit unions, securities broker dealers, mortgage, insurance, leasing and finance companies, and retailers."
"200","F","Ford Motor Company","https://en.wikipedia.org/wiki/Ford_Motor_Company","The Ford Motor Company is an American multinational automobile manufacturer headquartered in Dearborn, Michigan, United States. It was founded by Henry Ford and incorporated on June 16, 1903. The company sells automobiles and commercial vehicles under the Ford brand, and luxury cars under its Lincoln brand. The company is listed on the New York Stock Exchange under the single-letter ticker symbol F and is controlled by the Ford family. They have minority ownership but a plurality of the voting power."
"201","FTNT","Fortinet","https://en.wikipedia.org/wiki/Fortinet","Fortinet, Inc. is an American cybersecurity company headquartered in Sunnyvale, California, who develop and market security solutions like firewalls, endpoint security and intrusion detection systems."
"202","FTV","Fortive","https://en.wikipedia.org/wiki/Fortive","Fortive Corporation is an American industrial technology conglomerate company headquartered in Everett, Washington. The company specializes in providing essential technologies for connected workflow solutions; designing, developing, manufacturing and distributing professional and engineered products, software and services. Their products and services are split into three strategic segments; Intelligent Operating Solutions, Precision Technologies, and Advanced Healthcare Solutions. As of December 2022, Fortive has over 18,000 employees in 60 countries worldwide."
